name,budget,release_date,vote_average,adult,id,language,popularity,revenue,runtime,status,tagline,title,vote_count,First_genre,Second_genre,Third_genre,collection_name
Up Close & Personal,60000000,1996-03-01,6.2,False,9302,en,12.22,0,119.0,Released,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,107,Drama,Romance,,
Bound,4500000,1996-09-13,7.0,False,9303,en,9.487,7011317,109.0,Released,"In their world, you can't buy freedom, but you can steal it.",Bound,383,Crime,Romance,Thriller,
Multiplicity,45000000,1996-07-19,5.7,False,9304,en,7.899,0,117.0,Released,"Sometimes to get more out of life, you have to make more of yourself.",Multiplicity,284,Comedy,Fantasy,Science Fiction,
Microcosmos : Le peuple de l'herbe,0,1996-05-20,7.7,False,9305,fr,4.833,0,80.0,Released,,Microcosmos,110,Documentary,,,
The Island of Dr. Moreau,40000000,1996-08-23,4.6,False,9306,en,7.617000000000001,49627779,96.0,Released,The gates of hell are unlocked.,The Island of Dr. Moreau,261,Fantasy,Horror,Science Fiction,
High School High,0,1996-10-25,5.6,False,9308,en,7.345,21302121,86.0,Released,A Dangerous Mind is a terrible thing to waste,High School High,92,Comedy,,,
American Dreamz,17000000,2006-03-04,5.1,False,9310,en,6.42,7314027,107.0,Released,Imagine a country where more people vote for a pop idol than they do for their next President.,American Dreamz,170,Comedy,Drama,Family,
Smilla's Sense of Snow,35000000,1997-02-28,6.5,False,9311,en,7.5,0,121.0,Released,Some Tracks Should Never Be Uncovered.,Smilla's Sense of Snow,120,,,,
Mortal Kombat,18000000,1995-08-18,5.6,False,9312,en,9.52,122195920,101.0,Released,Nothing In This World Has Prepared You For This.,Mortal Kombat,1001,Action,Fantasy,,Mortal Kombat Collection
The Man in the Iron Mask,35000000,1998-03-12,6.5,False,9313,en,14.945,182968902,132.0,Released,For the honor of a king. And the destiny of a country. All for one.,The Man in the Iron Mask,2223,,,,
Nineteen Eighty-Four,0,1984-10-10,6.9,False,9314,en,8.891,0,113.0,Released,George Orwell's Terrifying Vision Comes To The Screen.,Nineteen Eighty-Four,670,Drama,Science Fiction,Thriller,
Flightplan,55000000,2005-09-22,6.3,False,9315,en,12.331,223387299,98.0,Released,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,Flightplan,1394,Thriller,Drama,Mystery,
Ong Bak,1100000,2003-01-21,7.0,False,9316,th,8.925,20112926,105.0,Released,No computer graphics. No stunt doubles. No wires.,Ong Bak: Muay Thai Warrior,878,Action,Thriller,,Ong Bak Collection
La soupe aux choux,0,1981-12-02,6.4,False,9317,fr,13.555,0,98.0,Released,,Cabbage Soup,448,Comedy,Science Fiction,,
Astérix chez les Bretons,0,1986-12-03,6.7,False,9318,fr,6.183,0,79.0,Released,,Asterix in Britain,324,,,,Asterix and Obelix (Animation) Collection
The Last Boy Scout,29000000,1991-12-11,6.6,False,9319,en,12.14,59509925,105.0,Released,Everyone had counted them out. But they're about to get back in the game.,The Last Boy Scout,907,Action,Thriller,,
The Avengers,60000000,1998-08-13,4.3,False,9320,en,9.07,48585416,89.0,Released,Saving the World in Style.,The Avengers,374,Thriller,Science Fiction,,
Der Eisbär,0,1998-11-12,5.7,False,9321,de,2.4330000000000003,0,90.0,Released,,The Polar Bear,18,Action,Thriller,,
Nikita,8538703,1990-02-21,7.2,False,9322,fr,8.423,5000000,117.0,Released,She murders. So she can live.,La Femme Nikita,1022,Action,Thriller,,
GHOST IN THE SHELL,0,1995-11-18,7.9,False,9323,ja,11.908,2287714,83.0,Released,It found a voice... Now it needs a body.,Ghost in the Shell,1579,Action,Animation,Science Fiction,Ghost in the Shell Collection
The Jungle Book,4000000,1967-10-17,7.2,False,9325,en,14.06,205843612,78.0,Released,The Jungle is JUMPIN'!,The Jungle Book,3849,Family,Animation,Adventure,The Jungle Book Collection
Romancing the Stone,10000000,1984-03-30,6.7,False,9326,en,10.477,86572238,106.0,Released,"She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.",Romancing the Stone,905,,,,Romancing the Stone Collection
The Nutty Professor,54000000,1996-06-26,5.6,False,9327,en,12.044,128769345,95.0,Released,"Inside Sherman Klump, a party animal is about to break out.",The Nutty Professor,1677,,,,The Nutty Professor Collection
Karma,5000000,2008-01-01,0.0,False,9330,en,0.8059999999999999,0,,Released,,Karma,0,Mystery,Crime,,
Clear and Present Danger,62000000,1994-08-03,6.6,False,9331,en,12.128,215887717,141.0,Released,The war of drugs would lead him to the war of power.,Clear and Present Danger,705,Action,Drama,Thriller,The Jack Ryan Collection
Last Man Standing,67000000,1996-09-20,6.3,False,9333,en,7.644,47267001,101.0,Released,"In a town with no justice, there is only one law... Every man for himself.",Last Man Standing,436,,,,
The Scorpion King,60000000,2002-04-18,5.4,False,9334,en,14.402000000000001,165333180,92.0,Released,Warrior. Legend. King.,The Scorpion King,1794,Action,Fantasy,Adventure,The Scorpion King Collection
Transporter 2,32000000,2005-08-02,6.3,False,9335,en,12.474,85167639,87.0,Released,The Best In The Business Is Back In The Game.,Transporter 2,1947,Action,Thriller,Crime,The Transporter Collection
Police Academy,4500000,1984-03-22,6.6,False,9336,en,10.6,146198896,96.0,Released,What an Institution!,Police Academy,1283,Comedy,Crime,,Police Academy Collection
Mädchen Mädchen!,0,2001-03-29,5.3,False,9337,de,1.73,0,90.0,Released,,Girls on Top,31,Comedy,,,Girl's on Top Collection
Click,82500000,2006-06-22,6.1,False,9339,en,10.458,237681299,107.0,Released,What If You Had A Remote... That Controlled Your Universe?,Click,4242,,,,
The Goonies,19000000,1985-06-07,7.5,False,9340,en,14.75,61503218,114.0,Released,"The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is… THE GOONIES.",The Goonies,3116,Adventure,Comedy,Family,
The Core,60000000,2003-03-28,5.6,False,9341,en,9.502,74208267,136.0,Released,Earth has a deadline.,The Core,890,,,,
The Mask of Zorro,95000000,1998-07-16,6.4,False,9342,en,11.788,250288523,136.0,Released,No one has seen his face... but everyone ... knows this mark.,The Mask of Zorro,2368,Action,Adventure,,Zorro Collection
Fitzcarraldo,7362000,1982-03-04,7.7,False,9343,de,6.028,0,157.0,Released,,Fitzcarraldo,314,Action,Adventure,Drama,
Kids,1500000,1995-07-28,6.8,False,9344,en,7.522,7412216,91.0,Released,,Kids,534,Drama,Crime,,
Exit,0,2006-10-06,5.8,False,9345,sv,1.2009999999999998,0,100.0,Released,,Exit,15,Drama,Mystery,Thriller,
Risky Business,6200000,1983-08-05,6.5,False,9346,en,9.399,63541777,98.0,Released,"Time of your life, Huh Kid.",Risky Business,621,Comedy,Romance,Drama,
Unter Geiern,0,1964-12-08,6.2,False,9347,de,4.894,0,98.0,Released,,Frontier Hellcat,19,Adventure,Western,,Winnetou Collection
Species,35000000,1995-07-07,5.7,False,9348,en,12.280999999999999,113374103,108.0,Released,Our time is up.,Species,772,Science Fiction,Horror,Action,Species Collection
Universal Soldier,23000000,1992-07-10,6.0,False,9349,en,15.797,0,102.0,Released,The future has a bad attitude.,Universal Soldier,735,,,,Universal Soldier Collection
Cliffhanger,70000000,1993-05-28,6.3,False,9350,en,11.317,255000211,112.0,Released,The height of adventure.,Cliffhanger,1145,Action,Adventure,Thriller,
EuroTrip,25000000,2004-02-20,6.5,False,9352,en,10.557,20796847,93.0,Released,No actual Europeans were harmed in the making of this film.,EuroTrip,1312,Comedy,,,
Nacho Libre,32000000,2006-06-16,5.6,False,9353,en,7.706,80197993,92.0,Released,He's not lean. He's not mean. He's nacho average hero.,Nacho Libre,687,Comedy,Family,,
"Honey, I Shrunk the Kids",18000000,1989-06-22,6.2,False,9354,en,10.880999999999998,222724172,93.0,Released,"The most astonishing, innovative, backyard adventure of all time!","Honey, I Shrunk the Kids",1640,,,,"Honey, I Shrunk the Kids Collection"
Mad Max Beyond Thunderdome,10000000,1985-06-29,6.1,False,9355,en,12.344000000000001,36230219,107.0,Released,Two men enter. One man leaves.,Mad Max Beyond Thunderdome,1441,Action,Adventure,Science Fiction,Mad Max Collection
Look Who's Talking Too,0,1990-12-14,5.2,False,9356,en,8.618,0,81.0,Released,Mikey’s back and about to face his greatest challenge… his new sister.,Look Who's Talking Too,727,Romance,Comedy,,Look Who's Talking Collection
One Hour Photo,12000000,2002-08-21,6.7,False,9357,en,9.162,52223306,96.0,Released,The things that we fear the most have already happened to us...,One Hour Photo,865,Horror,Thriller,,
Final Destination 2,26000000,2003-01-31,6.1,False,9358,en,11.16,90426405,90.0,Released,Death is like a boomerang. it keeps coming back,Final Destination 2,2165,Horror,Mystery,,Final Destination Collection
Maverick,75000000,1994-05-20,6.8,False,9359,en,9.118,183031272,127.0,Released,"In their hands, a deck of cards was the only thing more dangerous than a gun.",Maverick,822,,,,
Anaconda,45,1997-04-11,4.9,False,9360,en,13.997,136,89.0,Released,When You Can't Breathe You Can't Scream.,Anaconda,1273,Adventure,Horror,Thriller,Anaconda Collection
The Last of the Mohicans,40000000,1992-09-25,7.3,False,9361,en,11.677,75505856,112.0,Released,The first American hero.,The Last of the Mohicans,1509,,,,
Tremors,11000000,1990-01-19,6.6,False,9362,en,10.136000000000001,48572000,96.0,Released,The monster movie that breaks new ground.,Tremors,1664,Action,Horror,,Tremors Collection
Wuthering Heights,8000000,2011-09-05,6.0,False,9364,en,5.646,100915,129.0,Released,Love is a force of nature.,Wuthering Heights,121,Drama,Romance,,
Donnie Brasco,35000000,1997-02-27,7.5,False,9366,en,11.792,41954997,127.0,Released,Based on a true story.,Donnie Brasco,2314,Crime,Drama,Thriller,
El Mariachi,220000,1992-09-04,6.6,False,9367,es,8.113,2040920,81.0,Released,"He didn't come looking for trouble, but trouble came looking for him.",El Mariachi,483,Action,Crime,Thriller,Mexico Trilogy Collection
La máscara de Scaramouche,0,1963-09-23,6.0,False,9368,es,0.84,0,98.0,Released,,The Adventures of Scaramouche,3,Adventure,,,
Astérix et les Indiens,0,1994-09-27,6.1,False,9369,fr,7.736000000000001,0,85.0,Released,,Asterix Conquers America,306,,,,Asterix and Obelix (Animation) Collection
Gibraltar,0,1964-09-25,0.0,False,9370,en,0.627,0,100.0,Released,,Gibraltar,0,Action,,,
Zärtliche Haie,0,1967-03-10,0.0,False,9371,de,0.6,0,87.0,Released,,Tender Sharks,0,Action,Comedy,,
Super Size Me,65000,2004-01-17,6.7,False,9372,en,7.648,28575078,100.0,Released,The first ever reality-based movie ... everything begins and ends in 30 days!,Super Size Me,929,Documentary,Comedy,Drama,Super Size Me Collection
The Texas Chainsaw Massacre,9500000,2003-05-21,6.1,False,9373,en,11.207,107071655,98.0,Released,What you know about fear… doesn't even come close.,The Texas Chainsaw Massacre,1365,Horror,,,Texas Chainsaw (Reboot) Collection
Death Becomes Her,55000000,1992-07-30,6.6,False,9374,en,9.27,149022650,104.0,Released,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,Death Becomes Her,1319,Comedy,Fantasy,,
Crazy,0,2000-06-07,6.2,False,9375,de,4.024,0,97.0,Released,,Crazy,40,Comedy,Drama,,
Ferris Bueller's Day Off,6000000,1986-06-11,7.6,False,9377,en,10.211,70136369,103.0,Released,One man's struggle to take it easy.,Ferris Bueller's Day Off,2641,Comedy,,,
Thir13en Ghosts,42000000,2001-10-26,5.7,False,9378,en,8.529,41867960,91.0,Released,Misery loves company,Thir13en Ghosts,875,Horror,Thriller,,
Otto - Der Außerfriesische,0,1989-07-12,5.4,False,9379,de,2.989,0,92.0,Released,,Otto - The Alien from East Frisia,31,Comedy,,,Otto Collection
Babylon A.D.,70000000,2008-08-20,5.5,False,9381,en,11.481,72108608,101.0,Released,Kill or be Killed.,Babylon A.D.,1164,,,,
Boys on the Side,21000000,1995-02-03,6.4,False,9382,en,6.216,23450000,115.0,Released,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",Boys on the Side,103,Comedy,Drama,,
Hollow Man,95000000,2000-08-04,5.7,False,9383,en,11.128,190213455,112.0,Released,What would you do if you knew you couldn't be seen?,Hollow Man,1284,Action,Science Fiction,Thriller,Hollow Man Collection
Starsky & Hutch,60000000,2004-03-05,5.8,False,9384,en,12.353,170268750,101.0,Released,They're the man.,Starsky & Hutch,1320,Comedy,Crime,,
Les 12 travaux d'Astérix,0,1976-06-26,7.5,False,9385,fr,7.187,0,82.0,Released,,The Twelve Tasks of Asterix,579,,,,Asterix and Obelix (Animation) Collection
In the Line of Fire,40000000,1993-07-08,6.9,False,9386,en,10.934000000000001,176997168,128.0,Released,An assassin on the loose. A president in danger. Only one man stands between them...,In the Line of Fire,726,,,,
Conan the Barbarian,20000000,1982-04-02,6.7,False,9387,en,13.114,79114085,129.0,Released,Thief. Warrior. Gladiator. King.,Conan the Barbarian,1251,Adventure,Fantasy,Action,Conan the Barbarian Collection
Thank You for Smoking,6500000,2005-03-17,7.2,False,9388,en,7.921,24793509,92.0,Released,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,Thank You for Smoking,1212,Comedy,Drama,,
Renaissance,18000000,2006-03-16,6.6,False,9389,fr,5.81,1831348,105.0,Released,Paris 2054. Live forever or die trying,Renaissance,127,Action,Animation,Science Fiction,
Jerry Maguire,50000000,1996-12-13,6.9,False,9390,en,13.487,273552592,139.0,Released,Everybody loved him... Everybody disappeared.,Jerry Maguire,1742,Comedy,Drama,Romance,
Enduring Love,0,2004-11-26,5.9,False,9391,en,4.17,0,100.0,Released,Unexpected. Unpredictable. Uncontrollable. A deadly obsession takes hold.,Enduring Love,51,Drama,Thriller,Mystery,
The Descent,0,2005-07-08,6.9,False,9392,en,10.979000000000001,0,99.0,Released,Scream your last breath.,The Descent,2021,Adventure,Horror,,The Descent Collection
Napola – Elite für den Führer,4500000,2004-07-04,7.2,False,9393,de,5.0760000000000005,3764219,117.0,Released,Men make history. We make the men.,Before the Fall: Hitlers Elite,142,Drama,,,
Lo chiamavano Trinità...,0,1970-12-22,7.6,False,9394,it,8.568999999999999,0,106.0,Released,Look out! Here comes Trinity...,They Call Me Trinity,634,Action,Comedy,Western,Trinity
Above the Law,7500000,1988-04-08,6.0,False,9395,en,10.795,18869631,99.0,Released,He's a cop who believes no one is above the law.,Above the Law,279,Action,Thriller,Mystery,
Crocodile Dundee II,0,1988-05-19,5.7,False,9396,en,8.82,239606210,110.0,Released,The world's favourite adventurer is back for more! much more!,Crocodile Dundee II,587,Adventure,Comedy,,Crocodile Dundee Collection
Evolution,80000000,2001-06-08,5.9,False,9397,en,8.818999999999999,98376292,101.0,Released,Coming to wipe that silly smile off your planet.,Evolution,1206,Action,Comedy,Science Fiction,
Zoolander,28000000,2001-09-28,6.1,False,9398,en,9.882,60780981,89.0,Released,3% Body Fat. 1% Brain Activity.,Zoolander,2551,Comedy,,,Zoolander Collection
Lionheart,6000000,1990-06-07,6.1,False,9399,en,9.242,24271196,105.0,Released,When the streets are a jungle... There can only be one king.,Lionheart,382,Action,,,
Set It Off,9000000,1996-11-06,6.8,False,9400,en,6.841,41590886,123.0,Released,It's about crime. It's about payback. It's about survival.,Set It Off,137,Crime,Drama,Thriller,
2 Days in the Valley,0,1996-09-11,6.2,False,9401,en,9.801,0,104.0,Released,You have one minute to decide the rest of your life.,2 Days in the Valley,114,Comedy,Crime,,
Die drei Mädels von der Tankstelle,0,1997-06-12,5.0,False,9402,de,0.7340000000000001,0,82.0,Released,,Die drei Mädels von der Tankstelle,3,Comedy,,,
Private Parts,28000000,1997-03-07,6.7,False,9403,en,7.946000000000001,41230799,109.0,Released,Never before has a man done so much with so little.,Private Parts,178,Comedy,Drama,,
警察故事4之簡單任務,0,1996-02-10,6.3,False,9404,cn,8.9,21890845,107.0,Released,They thought they possessed the ultimate weapon. They hadn't counted on Jackie Chan.,Police Story 4: First Strike,201,,,,Police Story Collection
Double Team,30000000,1997-04-04,4.8,False,9405,en,10.227,0,93.0,Released,America's top counter-terrorist usually works alone... this time he's got company.,Double Team,345,Action,Science Fiction,,
An American Werewolf in Paris,22000000,1997-12-25,5.4,False,9406,en,9.988,26570463,105.0,Released,Things are about to get a little hairy.,An American Werewolf in Paris,281,Horror,Comedy,,American Werewolf Collection
Red Corner,48000000,1997-10-30,6.0,False,9407,en,7.0760000000000005,22420000,122.0,Released,Leniency for those who confess...,Red Corner,156,Crime,Drama,Thriller,
Surf's Up,85000000,2007-06-08,6.2,False,9408,en,10.536,149044513,85.0,Released,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,1360,Animation,Comedy,Family,Surf's Up Collection
Another Stakeout,0,1993-07-22,5.3,False,9409,en,8.254,0,105.0,Released,"They're on the look out for thrills, action and adventure.",Another Stakeout,98,Action,Comedy,,Stakeout Collection
Great Expectations,25000000,1998-01-19,6.6,False,9410,en,9.199,55494066,111.0,Released,Let desire be your destiny.,Great Expectations,263,Comedy,Drama,Romance,
Fallen,0,1998-01-16,6.8,False,9411,en,11.520999999999999,25232289,124.0,Released,Detective John Hobbes is searching for a criminal he's already met... already caught... and already killed,Fallen,648,,,,
Sieben Monde,0,1998-05-20,5.0,False,9412,de,0.7490000000000001,0,96.0,Released,,Night Time,3,Horror,Thriller,,
Picture Perfect,19000000,1997-01-08,5.2,False,9413,en,7.763,44332015,105.0,Released,She was prepared for anything until love stormed in.,Picture Perfect,200,Comedy,Romance,,
The Man Who Knew Too Little,20000000,1997-11-14,6.4,False,9414,en,7.707999999999999,13801755,97.0,Released,"He’s on a mission so secret, even he doesn’t know about it.",The Man Who Knew Too Little,221,,,,
Murder at 1600,0,1997-04-18,6.0,False,9415,en,9.146,25804707,107.0,Released,This address changes all the rules.,Murder at 1600,240,,,,
Money Talks,0,1997-08-22,5.9,False,9416,en,9.185,0,97.0,Released,This ain't no buddy movie.,Money Talks,163,Action,Adventure,Comedy,
Wrongfully Accused,0,1998-08-21,6.0,False,9417,en,8.107000000000001,0,87.0,Released,It's not just a movie. It's every movie.,Wrongfully Accused,166,Action,Adventure,Comedy,
