name,budget,release_date,vote_average,adult,id,language,popularity,revenue,runtime,status,tagline,title,vote_count,First_genre,Second_genre,Third_genre,collection_name
Atlantis: Milo's Return,0,2003-02-25,5.6,False,8965,en,7.496,0,70.0,Released,The all-new adventures,Atlantis: Milo's Return,419,,,,Atlantis Collection
Twilight,37000000,2008-11-20,6.0,False,8966,en,24.969,393616788,122.0,Released,"When you can live forever, what do you live for?",Twilight,7944,Fantasy,Drama,Romance,The Twilight Collection
The Tree of Life,32000000,2011-05-18,6.6,False,8967,en,10.72,54674226,139.0,Released,Nothing stands still.,The Tree of Life,1838,Drama,Fantasy,,
Boogeyman,20000000,2005-02-04,4.8,False,8968,en,6.575,67192859,89.0,Released,You thought it was just a story.,Boogeyman,373,,,,The Boogeyman Collection
The Out-of-Towners,75000000,1999-04-02,5.4,False,8970,en,6.37,29000000,90.0,Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,88,Comedy,,,
"Neger, Neger, Schornsteinfeger",0,2006-10-01,6.0,False,8972,de,0.6,0,180.0,Released,,"Neger, Neger, Schornsteinfeger",6,Drama,,,
Lord of Illusions,0,1995-08-25,5.9,False,8973,en,7.077000000000001,0,119.0,Released,Trust Nothing Except Your Fear.,Lord of Illusions,145,Horror,Fantasy,,
The War of the Worlds,2000000,1953-08-13,6.9,False,8974,en,9.13,0,85.0,Released,Amazing! terrifying! The most savage spectacle of all time!,The War of the Worlds,305,Science Fiction,Action,,
The Marine,20000000,2006-10-13,5.4,False,8975,en,7.6339999999999995,22165608,92.0,Released,War is Fine But The Fight Continues,The Marine,295,,,,The Marine Collection
A Lot Like Love,30000000,2005-04-22,6.6,False,8976,en,9.623,42886719,107.0,Released,There's nothing better than a great romance... to ruin a perfectly good friendship.,A Lot Like Love,736,Comedy,Drama,,
La Société du spectacle,0,1973-01-01,5.8,False,8977,fr,1.4609999999999999,0,90.0,Released,,The Society of the Spectacle,8,Documentary,,,
Assault on Precinct 13,30000000,2005-01-19,6.1,False,8978,en,8.965,35294470,109.0,Released,Unite and fight.,Assault on Precinct 13,551,Thriller,,,
La Gran aventura de Mortadelo y Filemón,0,2003-02-07,5.6,False,8980,es,4.227,0,88.0,Released,,Mortadelo & Filemon: The Big Adventure,62,Action,Comedy,,Mortadelo y Filemón - Colección
Dear Frankie,0,2004-05-18,7.1,False,8981,en,5.946000000000001,0,105.0,Released,,Dear Frankie,97,Drama,Family,,
ต้มยำกุ้ง,6000000,2005-08-11,6.9,False,8982,th,9.186,27165581,108.0,Released,Vengeance Knows No Mercy,The Protector,311,,,,The Protector Collection
Felidae,0,1994-11-03,6.4,False,8983,de,4.586,0,82.0,Released,The cat thriller!,Felidae,64,Animation,Mystery,Thriller,
Disclosure,55000000,1994-12-09,6.1,False,8984,en,8.509,214015089,123.0,Released,Sex Is Power.,Disclosure,435,,,,
Visions of Europe,2000000,2004-05-01,5.0,False,8985,en,2.887,0,140.0,Released,,Visions of Europe,6,Documentary,Comedy,Drama,
Milk Money,0,1994-08-31,5.8,False,8986,en,8.863,18137661,108.0,Released,You can't get enough of a good thing... But first you have to find it.,Milk Money,115,Comedy,Romance,,
The River Wild,45000000,1994-09-30,6.4,False,8987,en,6.763999999999999,94216343,111.0,Released,The vacation is over,The River Wild,439,Thriller,,,
Stop-Loss,25000000,2008-03-28,6.1,False,8988,en,9.195,11207130,113.0,Released,The bravest place to stand is by each other's side.,Stop-Loss,136,Drama,War,,
Harry and the Hendersons,0,1987-06-05,5.7,False,8989,en,7.7139999999999995,49998613,110.0,Released,"When You Can't Believe Your Eyes, Trust Your Heart.",Harry and the Hendersons,325,Comedy,Family,Fantasy,
Das kleine Arschloch und der alte Sack - Sterben ist Scheiße,0,2006-10-05,6.0,False,8990,de,1.577,0,79.0,Released,,Das kleine Arschloch und der alte Sack - Sterben ist Scheiße,9,Animation,Comedy,,Kleines Arschloch Collection
Undead,0,2003-09-04,5.3,False,8991,en,6.9510000000000005,0,97.0,Released,Crazy has come to town for a visit.,Undead,106,,,,
The Sure Thing,0,1985-03-01,6.7,False,8992,en,8.722000000000001,0,100.0,Released,A sure thing comes once in a lifetime... but the real thing lasts forever.,The Sure Thing,132,Comedy,Drama,Romance,
c[r]ook,0,2004-11-11,6.7,False,8995,de,1.7830000000000001,0,108.0,Released,,C(r)ook,10,Comedy,Crime,Thriller,
Europa Europa,0,1990-11-14,7.3,False,8996,de,4.614,0,112.0,Released,,Europa Europa,95,History,Drama,War,
Hollow Man II,0,2006-05-23,4.7,False,8997,en,7.7139999999999995,0,91.0,Released,There's More to Terror Than Meets The Eye,Hollow Man II,110,,,,Hollow Man Collection
Friends with Money,6500000,2006-09-07,5.1,False,8998,en,8.847000000000001,13368437,88.0,Released,,Friends with Money,301,Comedy,Drama,Romance,
Derailed,22000000,2005-11-11,6.2,False,8999,en,9.177,57479076,108.0,Released,He never saw it coming.,Derailed,534,Drama,Thriller,,
Hellraiser,1000000,1987-09-11,7.0,False,9003,en,14.142999999999999,14564027,94.0,Released,He'll tear your soul apart.,Hellraiser,1040,Horror,,,Hellraiser Collection
The Ice Harvest,0,2005-11-23,6.1,False,9005,en,7.787000000000001,0,88.0,Released,Thick Thieves. Thin Ice.,The Ice Harvest,142,,,,
Just Like Heaven,58000000,2005-09-16,6.8,False,9007,en,11.809000000000001,102854431,95.0,Released,It's a wonderful afterlife.,Just Like Heaven,1317,Comedy,Fantasy,Romance,
The Insider,90000000,1999-10-28,7.4,False,9008,en,8.552,60289912,157.0,Released,Two men driven to tell the truth … whatever the cost.,The Insider,910,Drama,Thriller,,
Dark Water,30000000,2005-07-08,5.4,False,9009,en,8.482000000000001,25473093,105.0,Released,"This Season, The Mystery Of The Darkness Will Consume Your Life",Dark Water,514,Drama,Horror,Thriller,
Silentium,0,2004-01-01,7.1,False,9010,de,2.387,0,110.0,Released,,Silentium,32,Comedy,Crime,Thriller,Simon Brenner Collection
The Prophecy 3: The Ascent,0,2000-03-14,5.6,False,9011,en,5.223,0,103.0,Released,,The Prophecy 3: The Ascent,64,Fantasy,Horror,Thriller,The Prophecy Collection
Jackass: The Movie,5000000,2002-10-21,6.1,False,9012,en,9.075,64282312,87.0,Released,Do not attempt this at home.,Jackass: The Movie,723,Comedy,Documentary,,Jackass Collection
Midnight Run,30000000,1988-07-20,7.2,False,9013,en,9.38,38413606,126.0,Released,This could be the beginning of a beautiful friendship.,Midnight Run,451,Adventure,Comedy,Crime,Midnight Run Collection
Treasure Planet,140000000,2002-11-26,7.4,False,9016,en,13.450999999999999,109578115,95.0,Released,Find your place in the universe.,Treasure Planet,2144,,,,
Outpost,0,2008-03-11,6.0,False,9017,en,6.747999999999999,0,90.0,Released,You can't kill what's already dead!,Outpost,131,Action,Adventure,Horror,Outpost Collection
The Santa Clause 2,65000000,2002-10-31,5.7,False,9021,en,11.064,172842355,104.0,Released,What's Christmas Fun without some Reindeer Games?,The Santa Clause 2,678,Fantasy,Comedy,Family,The Santa Clause Collection
All the Boys Love Mandy Lane,750000,2008-02-15,5.5,False,9022,en,7.226,0,90.0,Released,Everyone is dying to be with her. Someone is killing for it.,All the Boys Love Mandy Lane,347,Horror,Mystery,Thriller,
Spirit: Stallion of the Cimarron,80000000,2002-05-24,7.6,False,9023,en,11.094000000000001,122563539,83.0,Released,Leader. Hero. Legend.,Spirit: Stallion of the Cimarron,2258,,,,
For Love or Money,30000000,1993-10-01,6.0,False,9024,en,5.779,11146270,94.0,Released,He thought there was nothing as seductive as money. He was wrong.,For Love or Money,148,Comedy,Romance,,
Hundstage,0,2001-09-03,6.9,False,9025,de,2.799,0,121.0,Released,,Dog Days,36,Drama,Comedy,,
The Importance of Being Earnest,0,2002-05-17,6.9,False,9026,en,6.341,0,97.0,Released,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,The Importance of Being Earnest,265,,,,
The Guru,0,2002-08-21,5.2,False,9027,en,7.587000000000001,0,91.0,Released,"When he talks, women listen.",The Guru,129,Comedy,Romance,,
Il grande silenzio,0,1968-02-21,7.5,False,9028,it,7.097,0,106.0,Released,His voice was the silence of death!,The Great Silence,137,Western,Action,,
What Happens in Vegas,35000000,2008-05-07,6.0,False,9029,en,9.026,170000000,99.0,Released,Get Lucky,What Happens in Vegas,1850,Comedy,Romance,,
The Eye,12000000,2008-02-01,5.6,False,9030,en,8.431000000000001,56309766,98.0,Released,How can you believe your eyes when they're not yours?,The Eye,536,Drama,Horror,Thriller,
Io sto con gli ippopotami,0,1979-11-30,6.7,False,9031,it,6.416,0,95.0,Released,,I'm for the Hippopotamus,245,Adventure,Action,Comedy,
Big Daddy,34200000,1999-06-25,6.3,False,9032,en,12.017000000000001,234801895,93.0,Released,Nature called. Look who answered.,Big Daddy,1836,Comedy,Drama,,
The Prophecy II,0,1998-01-20,6.0,False,9033,en,7.1579999999999995,0,87.0,Released,An evil force has declared war...,The Prophecy II,88,Fantasy,Horror,Thriller,The Prophecy Collection
The Banger Sisters,10000000,2002-09-20,5.6,False,9034,en,6.973,38068353,98.0,Released,Some friendships last forever... like it or not.,The Banger Sisters,124,Comedy,Drama,,
Slither,15000000,2006-03-31,6.3,False,9035,en,7.678,12834936,95.0,Released,Horror Has A New Face,Slither,636,Comedy,Horror,Science Fiction,
Eight Below,40000000,2006-02-17,6.9,False,9036,en,9.122,120455994,120.0,Released,"The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told.",Eight Below,1051,Adventure,Drama,Family,
Grease 2,13200000,1982-06-11,5.0,False,9037,en,7.6,15171476,115.0,Released,The Music and Feeling go on Forever.,Grease 2,395,,,,Grease Collection
The Heartbreak Kid,60000000,2007-10-05,5.6,False,9038,en,9.336,127766650,116.0,Released,He waited all his life to get married. Too bad he didn't wait another week.,The Heartbreak Kid,867,Comedy,Romance,,
Trapped,30000000,2002-09-20,6.1,False,9039,en,8.96,6916869,106.0,Released,It was the perfect plan until she refused to be the perfect victim!,Trapped,263,,,,
Serpico,3000000,1973-12-05,7.6,False,9040,en,10.038,29800000,129.0,Released,Many of his fellow officers considered him the most dangerous man alive - An honest cop.,Serpico,868,Crime,Drama,History,
L'Été meurtrier,0,1983-05-11,7.3,False,9041,fr,5.332999999999999,0,130.0,Released,,One Deadly Summer,76,Mystery,Drama,,
The Cave,30000000,2005-08-26,5.2,False,9042,en,9.08,15007991,97.0,Released,There are places man was never meant to go.,The Cave,432,,,,
The Family Stone,19000000,2005-12-14,6.2,False,9043,en,8.926,92000000,103.0,Released,Feel The Love,The Family Stone,473,Comedy,Drama,Romance,
Tristan & Isolde,31000000,2006-04-07,6.6,False,9044,en,9.122,28000000,125.0,Released,Fighting countries can still love...,Tristan & Isolde,469,Drama,Romance,,
Amen.,0,2002-02-13,7.0,False,9045,fr,6.207999999999999,0,132.0,Released,Two Men   Two Worlds   One Cause,Amen.,156,Drama,History,,
One Day in Europe,0,2005-04-01,6.3,False,9047,en,2.56,0,95.0,Released,,One Day in Europe,11,Comedy,,,
倩女幽魂III：道道道,0,1991-07-18,6.5,False,9048,cn,3.247,0,104.0,Released,,A Chinese Ghost Story III,32,Action,Comedy,Fantasy,A Chinese Ghost Story Collection
倩女幽魂II人間道,0,1990-07-13,6.8,False,9050,cn,4.011,0,104.0,Released,The Ultimate Ghost Saga Continues,A Chinese Ghost Story II,43,Fantasy,Action,Comedy,A Chinese Ghost Story Collection
10,0,1979-10-04,5.6,False,9051,en,8.088,74865517,122.0,Released,"The funniest, sexiest midlife crisis in movie history.",10,113,Comedy,Romance,,
Netto,0,2005-05-05,7.0,False,9052,de,2.431,0,87.0,Released,,Netto,5,Drama,Comedy,,
DOA: Dead or Alive,21000000,2006-09-07,4.9,False,9053,en,9.62,480314,87.0,Released,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",DOA: Dead or Alive,399,Adventure,Action,Thriller,
Gone Fishin',53000000,1997-05-30,4.9,False,9054,en,6.825,0,94.0,Released,Even the fish are laughing!,Gone Fishin',70,Comedy,Family,,
警察故事,0,1985-12-14,7.4,False,9056,cn,7.912999999999999,0,101.0,Released,"You may know the name, but the game has changed.",Police Story,287,Action,Crime,Thriller,Police Story Collection
Terminal Velocity,50000000,1994-09-23,5.3,False,9057,en,7.617999999999999,16478900,102.0,Released,It's not the fall that kills you...,Terminal Velocity,135,Action,,,
Only You,0,1994-09-17,6.6,False,9058,en,7.29,0,115.0,Released,A love story written in the stars.,Only You,218,Comedy,Romance,,
Tales from the Crypt: Demon Knight,0,1995-01-13,6.6,False,9059,en,8.109,0,92.0,Released,Ready for your deadtime story?,Tales from the Crypt: Demon Knight,197,Horror,Comedy,Thriller,Tales from the Crypt Collection
餃子,0,2004-08-19,6.5,False,9060,cn,3.708,0,91.0,Released,,Dumplings,84,Horror,,,Three Extremes Collection
Just Cause,0,1995-02-17,6.2,False,9061,en,9.701,0,102.0,Released,Buried deep in the Florida Everglades is a secret that can save an innocent man or let a killer kill again.,Just Cause,221,,,,
Love Story,2200000,1970-12-16,6.7,False,9062,en,7.255,136400000,99.0,Released,Love means never having to say you're sorry,Love Story,278,Drama,Romance,,
Forbrydelsens element,0,1984-05-18,6.7,False,9063,da,5.346,0,104.0,Released,,The Element of Crime,85,,,,
Hellbound: Hellraiser II,3000000,1988-12-23,6.4,False,9064,en,10.884,12090735,97.0,Released,Time to play.,Hellbound: Hellraiser II,454,Horror,Thriller,,Hellraiser Collection
Europa,0,1991-06-27,7.4,False,9065,de,6.938,0,103.0,Released,"World War II had finished, but it left indelible marks",Europa,136,Drama,Thriller,,
The Brady Bunch Movie,0,1995-02-16,6.1,False,9066,en,7.447,0,84.0,Released,They're back to save America from the '90s.,The Brady Bunch Movie,142,Comedy,,,The Brady Bunch Collection
Tank Girl,25000000,1995-03-31,5.5,False,9067,en,7.832999999999999,4064495,98.0,Released,"In 2033, justice rides a tank and wears lip gloss.",Tank Girl,253,,,,
Die verschiedenen Gesichter des Sergej Eisenstein,0,1998-02-18,0.0,False,9069,de,0.6,0,59.0,Released,,Die verschiedenen Gesichter des Sergej Eisenstein,0,Documentary,,,
Mighty Morphin Power Rangers: The Movie,15000000,1995-06-30,5.4,False,9070,en,7.638999999999999,66000000,92.0,Released,The Power Is On!,Mighty Morphin Power Rangers: The Movie,327,,,,
Living in Oblivion,500000,1995-07-21,7.2,False,9071,en,6.107,1148752,89.0,Released,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,Living in Oblivion,118,Drama,Comedy,,
Little Man,64000000,2006-08-31,5.5,False,9072,en,9.149,101595121,98.0,Released,Big things come in small packages,Little Man,708,Comedy,Crime,,
Free Willy 2: The Adventure Home,0,1995-07-19,5.7,False,9073,en,9.449,0,95.0,Released,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.,Free Willy 2: The Adventure Home,288,Adventure,,,Free Willy Collection
The Man,0,2005-09-08,5.5,False,9074,en,6.55,12382362,83.0,Released,One guy walks the walk. The other talks and talks.,The Man,267,Action,Comedy,Crime,
Zwartboek,21000000,2006-09-01,7.4,False,9075,nl,6.141,26193068,145.0,Released,"To fight the enemy, she must become one of them.",Black Book,531,Drama,Thriller,War,
Nur über meine Leiche,0,1995-08-31,5.3,False,9076,de,1.105,0,104.0,Released,,Nur über meine Leiche,4,Comedy,,,
Tarantula,0,1955-03-23,6.2,False,9077,en,7.579,0,80.0,Released,More terrifying than any horror known to man comes a creeping crawling monster whose towering fury no one can escape!,Tarantula,105,Horror,Science Fiction,Thriller,
The Sword in the Stone,3000000,1963-12-25,7.2,False,9078,en,10.53,22182353,79.0,Released,Tired of living in a Medieval mess...Merlin uses all his magic powers to change a scrawny little boy into a legendary hero!,The Sword in the Stone,2186,Animation,Family,,
Dying Young,0,1991-06-20,6.2,False,9079,en,7.483,0,111.0,Released,,Dying Young,205,Drama,Romance,,
Spies Like Us,22000000,1985-12-06,6.0,False,9080,en,10.530999999999999,60088980,102.0,Released,With spies like these who needs enemies?,Spies Like Us,299,Comedy,Adventure,,
Waking Life,0,2001-01-23,7.7,False,9081,en,7.928999999999999,3176880,99.0,Released,Dreams. What are they? An escape from reality or reality itself?,Waking Life,482,Animation,Drama,,
Im toten Winkel - Hitlers Sekretärin,0,2002-02-10,6.3,False,9082,de,1.485,0,90.0,Released,,Blind Spot: Hitler's Secretary,13,Documentary,,,
Jennifer Government,0,,0.0,False,9083,en,0.84,0,,Planned,,Jennifer Government,0,Science Fiction,,,
Der kleine Eisbär,0,2001-10-04,5.9,False,9084,de,1.3659999999999999,0,78.0,Released,,The Little Polar Bear,26,Animation,Family,,The Little Polar Bear Collection
Harlem Nights,30000000,1989-11-17,6.1,False,9085,en,8.064,60864870,116.0,Released,They're up to something big.,Harlem Nights,159,Comedy,Crime,Drama,
Young Guns II,20000000,1990-08-01,6.4,False,9086,en,9.493,0,132.0,Released,"Yoo-Hoo, I'll make ya famous!",Young Guns II,268,Western,Adventure,,Young Guns Collection
The American President,62000000,1995-11-17,6.6,False,9087,en,8.174,107879496,106.0,Released,Why can't the most powerful man in the world have the one thing he wants most?,The American President,353,Comedy,Drama,Romance,
Home for the Holidays,0,1995-11-02,6.3,False,9089,en,6.029,17519169,103.0,Released,We'll do it every year... until we get it right.,Home for the Holidays,81,Comedy,Drama,Romance,
"To Wong Foo, Thanks for Everything! Julie Newmar",0,1995-09-07,6.9,False,9090,en,6.227,47774193,105.0,Released,Attitude is everything,"To Wong Foo, Thanks for Everything! Julie Newmar",249,Comedy,,,
Sudden Death,35000000,1995-10-27,5.7,False,9091,en,9.701,64350171,106.0,Released,Terror goes into overtime.,Sudden Death,323,,,,
Snow White: A Tale of Terror,26000000,1997-07-18,5.9,False,9092,en,7.807,0,100.0,Released,The fairy tale is over.,Snow White: A Tale of Terror,116,Fantasy,Horror,,
The Four Feathers,35000000,2002-09-08,6.6,False,9093,en,6.3839999999999995,29882645,132.0,Released,"Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",The Four Feathers,278,,,,
Mary Reilly,47000000,1996-02-23,5.8,False,9095,en,7.457000000000001,12379402,104.0,Released,The untold story of Jekyll and Hyde,Mary Reilly,144,,,,
Medicine Man,40000000,1992-02-07,6.0,False,9096,en,7.412000000000001,45500797,106.0,Released,He turned his back on civilization. Only to discover he had the power to save it.,Medicine Man,190,Adventure,Drama,,
Baader,0,2002-11-10,2.3,False,9097,de,1.585,0,115.0,Released,,Baader,6,Action,Crime,Drama,
Echte Kerle,0,1996-05-30,6.1,False,9098,de,2.299,0,100.0,Released,Macho cop finds himself in a relationship with a gay man and questions his life. German.,Regular Guys,13,Comedy,,,
Sgt. Bilko,29,1996-03-29,5.8,False,9099,en,8.048,0,90.0,Released,All he ever wanted was an honest week's pay for an honest day's work.,Sgt. Bilko,174,Comedy,Family,,
The Craft,15000000,1996-05-03,6.4,False,9100,en,8.805,24769466,101.0,Released,Welcome to the witching hour.,The Craft,789,,,,
Down Periscope,0,1996-03-01,5.9,False,9101,en,7.221,0,92.0,Released,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",Down Periscope,176,Comedy,,,
Screamers,20000000,1995-09-08,6.2,False,9102,en,9.099,5781885,108.0,Released,The last scream you hear will be your own.,Screamers,257,Horror,Science Fiction,,Screamers Collection
The Quest,30000000,1996-04-19,5.6,False,9103,en,8.708,57400547,95.0,Released,Go the distance,The Quest,271,Action,Adventure,,
Buffalo Soldiers,15000000,2001-09-08,6.4,False,9104,en,7.481,0,98.0,Released,War is hell... but peace is f*#!%!! boring.,Buffalo Soldiers,143,,,,
Broken Arrow,50000000,1996-02-09,5.9,False,9208,en,9.692,150270147,108.0,Released,Prepare to Go Ballistic.,Broken Arrow,773,Action,,,
Otto - Der Neue Film,0,1987-07-16,5.6,False,9252,de,3.6439999999999997,0,82.0,Released,,Otto - The New Movie,28,Comedy,,,Otto Collection
"Was nicht passt, wird passend gemacht",0,2002-03-07,6.0,False,9254,de,0.985,0,101.0,Released,,"If It Don't Fit, Use a Bigger Hammer",21,Comedy,,,
Hot Shots! Part Deux,25000000,1993-05-21,6.4,False,9255,en,10.459000000000001,133752825,86.0,Released,Just deux it.,Hot Shots! Part Deux,883,Action,Comedy,War,Hot Shots! Collection
Kopps,0,2003-02-06,6.4,False,9256,sv,4.349,0,90.0,Released,,Kops,95,Action,Comedy,,
S.W.A.T.,80000000,2003-08-08,6.0,False,9257,en,15.640999999999998,116643346,117.0,Released,You're either S.W.A.T. or you're not.,S.W.A.T.,1336,Action,Thriller,Crime,S.W.A.T. Collection
Wie die Karnickel,0,2002-09-12,6.8,False,9258,de,0.763,0,84.0,Released,,Like Rabbits,6,Comedy,,,
Bibi Blocksberg,0,2002-09-25,5.9,False,9259,de,3.995,0,102.0,Released,,Bibi Blocksberg,50,,,,Bibi Blocksberg Collection
Welcome to Collinwood,1200000,2002-05-24,6.3,False,9260,en,7.026,0,86.0,Released,Five guys. One safe. No brains.,Welcome to Collinwood,89,Comedy,,,
喜宴,1000000,1993-08-04,7.2,False,9261,zh,5.561,6933459,109.0,Released,A little deception at the reception.,The Wedding Banquet,92,Comedy,Drama,Romance,
My Mom's New Boyfriend,0,2008-04-30,5.3,False,9262,en,7.039,0,97.0,Released,His mom is dating his suspect. Let the surveillance begin.,My Mom's New Boyfriend,120,Action,Comedy,Romance,
Now and Then,12000000,1995-10-20,6.7,False,9263,en,8.351,27400000,100.0,Released,In every woman there is the girl she left behind.,Now and Then,193,Comedy,Drama,Family,
Poison Ivy,3000000,1992-05-08,5.4,False,9264,en,11.632,0,88.0,Released,"What Ivy wants, Ivy gets.",Poison Ivy,167,Thriller,Drama,,Poison Ivy Collection
Die dunkle Seite,0,2008-05-20,0.0,False,9265,de,0.982,0,90.0,Released,,Die dunkle Seite,0,Thriller,,,
Blue Crush,25000000,2002-08-08,5.8,False,9266,en,7.861000000000001,51842679,104.0,Released,"Three Friends, One Passion, No Limits.",Blue Crush,303,Adventure,Romance,Drama,Blue Crush Collection
And Now for Something Completely Different,100000,1971-09-28,7.3,False,9267,en,7.847,7000,88.0,Released,If the Motion Picture Industry dies… Monty Python killed it!,And Now for Something Completely Different,254,Comedy,,,
Eraser,100000000,1996-06-21,5.9,False,9268,en,12.338,242295562,115.0,Released,He will erase your past to protect your future.,Eraser,960,,,,
Männerpension,0,1996-01-31,5.5,False,9269,de,1.36,0,96.0,Released,,Männerpension,13,Drama,Comedy,Crime,
Brick,475000,2006-03-31,6.8,False,9270,en,10.014,3919254,110.0,Released,A detective story,Brick,625,Drama,Mystery,,
Virtuosity,30000000,1995-08-04,5.5,False,9271,en,7.481,24048000,106.0,Released,Justice needs a new program.,Virtuosity,272,,,,
The Good Son,17000000,1993-09-24,6.3,False,9272,en,6.685,44456478,87.0,Released,Evil has many faces,The Good Son,408,Drama,Horror,Thriller,
Ace Ventura: When Nature Calls,30000000,1995-11-10,6.2,False,9273,en,11.167,212385533,90.0,Released,New animals. New adventures. Same hair.,Ace Ventura: When Nature Calls,2321,Crime,Comedy,Adventure,Ace Ventura Collection
"Feuer, Eis & Dosenbier",0,2002-02-21,4.4,False,9274,de,1.889,0,83.0,Released,,"Fire, Ice & Canned Beer",12,Comedy,,,
Death to Smoochy,55000000,2002-03-28,6.0,False,9275,en,6.122000000000001,0,109.0,Released,Get ready for an unexpected hit.,Death to Smoochy,212,,,,
The Faculty,15000000,1998-12-25,6.3,False,9276,en,10.470999999999998,40283321,104.0,Released,Take me to your teacher.,The Faculty,966,Horror,Science Fiction,,
The Sting,5500000,1973-12-25,8.1,False,9277,en,10.241,159616327,129.0,Released,...all it takes is a little confidence.,The Sting,1210,Comedy,Crime,Drama,The Sting Collection
Freejack,30000000,1992-01-17,5.4,False,9278,en,9.073,0,110.0,Released,Don't let the future pass you by.,Freejack,157,Science Fiction,,,
Jingle All the Way,60000000,1996-11-15,5.7,False,9279,en,12.435,129832389,89.0,Released,"Two Dads, One Toy, No Prisoners.",Jingle All the Way,1289,Family,Comedy,,Jingle All the Way Collection
Femme Fatale,35000000,2002-08-29,6.2,False,9280,en,8.136000000000001,16838910,114.0,Released,Nothing is more desirable or more deadly than a woman with a secret.,Femme Fatale,276,Thriller,Crime,Romance,
Witness,12000000,1985-02-08,7.1,False,9281,en,10.319,68706993,113.0,Released,A big city cop. A small country boy. They have nothing in common... but a murder.,Witness,756,,,,
11:14,6000000,2003-09-05,6.8,False,9282,en,6.648,0,86.0,Released,Fate can change in seconds.,11:14,405,,,,
Beautiful Girls,0,1996-02-09,6.8,False,9283,en,6.888999999999999,0,112.0,Released,"Good times never seemed so good,",Beautiful Girls,194,Comedy,Drama,Romance,
Rennschwein Rudi Rüssel,0,1995-01-01,6.0,False,9284,de,0.6,0,101.0,Released,"He came, saw and squeaked!","Rudy, the Racing Pig",3,Comedy,Family,,Rennschwein Rudi Rüssel
Road Trip,16000000,2000-05-19,6.0,False,9285,en,10.886,119754278,93.0,Released,The greatest college tradition of all.,Road Trip,983,Comedy,Adventure,,Road Trip Collection
Final Destination 3,25000000,2006-02-09,6.0,False,9286,en,11.463,117719158,93.0,Released,This Ride Will Be The Death Of You.,Final Destination 3,2074,Horror,Mystery,,Final Destination Collection
Botte di Natale,0,1994-11-25,6.1,False,9287,it,6.8260000000000005,0,107.0,Released,How The West was almost lost,Troublemakers,94,Western,Comedy,,
Dungeons & Dragons: Wrath of the Dragon God,0,2005-01-01,4.7,False,9288,en,6.574,0,105.0,Released,,Dungeons & Dragons: Wrath of the Dragon God,55,Action,Adventure,Fantasy,Dungeons & Dragons Collection
The Longest Day,10000000,1962-09-25,7.6,False,9289,en,9.855,50100000,178.0,Released,This is the day that changed the world... when history held its breath.,The Longest Day,460,Drama,History,War,
Crocodile Dundee in Los Angeles,21150000,2001-04-12,5.0,False,9290,en,8.076,39438674,92.0,Released,He heard there was wildlife in L.A. He didn't know how wild.,Crocodile Dundee in Los Angeles,305,Adventure,Comedy,,Crocodile Dundee Collection
The Longest Yard,82000000,2005-05-27,6.4,False,9291,en,10.081,190320568,113.0,Released,"If you can't get out, get even.",The Longest Yard,1702,Comedy,Drama,,
Hudson Hawk,65000000,1991-05-23,5.7,False,9292,en,9.9,17218080,100.0,Released,Danger is his middle name.,Hudson Hawk,483,Action,Adventure,Comedy,
John Tucker Must Die,18000000,2006-07-27,6.0,False,9293,en,10.552,41009669,87.0,Released,Don't Get Mad. Get Even.,John Tucker Must Die,823,Comedy,Romance,,
Phenomenon,32000000,1996-07-05,6.3,False,9294,en,9.493,152036382,123.0,Released,Some things in life just can't be explained.,Phenomenon,603,,,,
Soloalbum,0,2003-03-26,5.5,False,9295,de,2.455,0,87.0,Released,"Love, Sex and Cough Syrup",Soloalbum,27,Comedy,Romance,Music,
S1m0ne,0,2002-08-23,5.8,False,9296,en,8.881,19576023,117.0,Released,A star is... created.,S1m0ne,500,Comedy,Drama,Science Fiction,
Monster House,75000000,2006-07-21,6.5,False,9297,en,10.915999999999999,140175006,91.0,Released,The house is . . . alive!,Monster House,2187,,,,
Ali G Indahouse,7000000,2002-03-21,6.0,False,9298,en,9.253,25900000,85.0,Released,Me iz introducin a white paper.,Ali G Indahouse,686,Comedy,,,
Tesis,0,1996-04-11,7.4,False,9299,es,6.4110000000000005,2647055,125.0,Released,My name is Angela. They're going to kill me.,Thesis,324,Horror,Thriller,,
Orlando,4000000,1993-06-09,7.0,False,9300,en,9.321,0,94.0,Released,,Orlando,119,Romance,Drama,Fantasy,
Der Krieger und die Kaiserin,0,2000-10-12,7.0,False,9301,de,4.069,0,135.0,Released,Somewhere Out There You Can Find Love,The Princess and the Warrior,59,Romance,Drama,,
